ID,Name,Age,Gender,Country,Date of Joining,Salary,Department,Performance Score,Active
8333,Rachel Mccall,45,M,Saint Kitts and Nevis,2024-05-10,111589.28,Sales,8,False
8334,Dennis Brock,61,M,British Virgin Islands,2016-12-10,34443.64,Sales,8,False
8335,Katie Gonzalez,42,M,Holy See (Vatican City State),2022-05-19,117900.78,Finance,9,False
8336,Lacey Wilson,57,M,French Polynesia,2017-02-17,54180.55,Engineering,1,False
8337,Kristin Wolf,19,M,Macedonia,2018-02-21,75852.89,Marketing,8,False
8338,Teresa Hayes,28,F,Romania,2016-08-07,111384.69,HR,7,False
8339,Daniel Mcdonald,63,F,Saint Barthelemy,2016-09-10,72111.77,Sales,7,False
8340,Mckenzie Fry,24,F,Senegal,2017-01-27,80155.56,Marketing,5,False
8341,Curtis Gomez,62,M,China,2019-10-19,39982.09,Sales,7,True
8342,Joseph Welch,39,M,Timor-Leste,2022-12-28,117948.2,HR,7,True
8343,Alexa Nolan,52,M,Peru,2015-08-18,41336.72,Sales,6,True
8344,Dr. Lisa Wade,33,M,South Georgia and the South Sandwich Islands,2018-04-15,117303.7,Engineering,5,False
8345,Cathy Wilson,36,M,Canada,2020-01-16,63156.39,HR,3,False
8346,John Russell,33,M,Norway,2017-08-25,79466.51,Sales,4,True
8347,Tanya Rodgers,41,M,Honduras,2016-11-12,81152.64,HR,8,True
8348,Shannon Washington,53,M,Mauritania,2020-03-31,82685.28,HR,7,False
8349,Tom Fox,32,M,Papua New Guinea,2024-02-13,118180.56,Sales,2,True
8350,Ernest Williams,57,F,Aruba,2017-03-25,37053.9,Engineering,2,False
8351,Matthew Mason,57,M,Congo,2017-09-16,68906.71,HR,3,False
8352,Belinda Jimenez,57,M,Costa Rica,2022-05-11,92407.1,Finance,6,True
8353,William Anderson,24,M,Pakistan,2023-03-11,40558.0,Sales,8,False
8354,Karen Perez,64,F,Venezuela,2020-12-24,76882.97,Finance,1,True
8355,Sean Long,39,F,Malta,2016-05-14,50102.88,Engineering,6,False
8356,Stephen Johnson,64,M,Malaysia,2021-03-05,82947.74,Finance,9,False
8357,Helen Lara,57,M,Vietnam,2023-03-08,37290.79,Sales,1,False
8358,Lisa Gordon,35,M,United Arab Emirates,2019-03-01,107456.43,HR,4,True
8359,Matthew Trujillo,29,M,New Zealand,2023-05-23,71122.17,Finance,5,False
8360,Sharon Nguyen,21,M,Western Sahara,2018-08-04,79688.18,Engineering,3,False
8361,Connie Taylor,30,M,France,2023-02-06,71652.19,HR,5,False
8362,Richard Garcia MD,50,F,Japan,2018-07-15,86636.56,Finance,1,True
8363,Victoria Buckley,19,M,Lebanon,2022-11-20,73666.81,Finance,1,False
8364,Joshua Walker,22,M,Mali,2016-12-11,97355.09,HR,5,True
8365,James Reynolds,46,M,Yemen,2016-12-14,91781.11,HR,3,True
8366,Bridget Friedman,54,M,Tanzania,2022-01-11,70352.6,HR,5,False
8367,Ashley Bentley,37,F,Slovakia (Slovak Republic),2019-05-17,43390.37,Marketing,5,False
8368,Christopher Romero,63,M,Qatar,2018-10-11,92729.47,Engineering,5,False
8369,Jeremy Mcdonald,35,F,Fiji,2020-12-22,63555.85,Finance,6,False
8370,Alexis Pierce,35,F,Equatorial Guinea,2015-11-08,60718.54,Sales,7,True
8371,Stephanie Taylor,51,F,Lebanon,2017-01-10,86245.04,Sales,7,True
8372,Kathryn Farrell,47,F,Anguilla,2020-07-01,96689.96,Marketing,8,False
8373,Jade Austin,18,M,Ukraine,2022-11-26,119193.11,Marketing,5,True
8374,Amy Banks,35,M,Taiwan,2016-09-24,119451.59,Marketing,9,False
8375,Gabriel Carr,19,F,Liechtenstein,2024-04-03,119842.91,Marketing,3,False
8376,Colin Swanson,48,F,Albania,2022-05-24,79390.25,Sales,2,False
8377,Alicia Kent,26,F,Sweden,2023-02-09,56997.16,Marketing,9,False
8378,Danielle Ayala,20,F,Mauritania,2022-02-23,119994.21,Sales,7,False
8379,Emily Strong,32,M,Tokelau,2017-05-22,57727.81,HR,7,False
8380,Kristen Villanueva,55,F,Tuvalu,2023-04-13,102838.24,Engineering,5,False
8381,Katherine Edwards MD,41,M,Hong Kong,2018-12-19,102206.83,HR,3,True
8382,Tina Wilson,39,F,Mayotte,2024-07-30,90706.42,HR,1,True
8383,Lacey Olson,37,M,Sao Tome and Principe,2022-01-26,93311.72,Finance,8,False
8384,Mark Smith,58,M,Argentina,2019-06-09,60204.32,Finance,7,False
8385,Darlene West,19,M,Venezuela,2018-12-25,72209.28,Marketing,6,False
8386,Kristin Jones,48,F,Iran,2022-06-21,97319.95,Marketing,9,True
8387,Shaun Berry,24,F,Saint Kitts and Nevis,2018-12-23,56763.52,Engineering,2,False
8388,Linda Harrington,60,F,Palau,2022-10-24,67168.54,HR,2,False
8389,Danielle Clarke,43,F,Cyprus,2019-09-04,39577.56,Finance,7,False
8390,Casey Barber,34,F,Malaysia,2016-06-16,75110.94,Marketing,7,False
8391,Andrew Gonzalez,24,M,Azerbaijan,2022-04-19,117709.9,HR,5,False
8392,Albert Ball,30,F,Holy See (Vatican City State),2023-12-25,47844.52,Finance,7,True
8393,Eric Clayton,47,M,Liechtenstein,2017-07-20,36729.3,Finance,1,True
8394,Lindsay Hunter,39,F,New Caledonia,2022-03-05,54280.38,Engineering,5,True
8395,Christopher Singleton,53,M,Kyrgyz Republic,2017-09-15,84964.03,Sales,6,False
8396,David Marshall,42,M,China,2014-10-27,116704.64,Finance,2,True
8397,Alexander Woodard,29,F,Saint Kitts and Nevis,2021-03-09,108433.2,Marketing,2,True
8398,Michael Taylor,34,F,Indonesia,2024-05-15,83817.26,Engineering,9,True
8399,Michele Rodriguez,21,M,Saint Kitts and Nevis,2018-02-02,40753.94,HR,2,True
8400,Benjamin Cooper,46,M,Barbados,2021-10-19,45193.88,Finance,1,True
8401,Cory Williams,51,M,Svalbard & Jan Mayen Islands,2020-07-10,100180.39,Marketing,3,False
8402,Lisa Johnston,21,F,Canada,2015-09-04,78019.55,Engineering,6,True
8403,Lisa Martin,57,F,Latvia,2023-08-25,76694.53,Sales,5,True
8404,Bonnie Porter,53,F,Cameroon,2015-11-27,60573.28,HR,4,True
8405,Jose Carlson,45,M,Guinea-Bissau,2023-10-08,54470.65,Finance,8,False
8406,Mr. Ethan Jones,45,M,Mauritania,2020-07-26,34640.44,Marketing,2,False
8407,Christine Evans,28,F,China,2018-11-30,70907.96,HR,1,False
8408,Robert Johnson,25,M,Dominican Republic,2016-03-26,111864.74,Engineering,6,False
8409,Karen Smith DDS,38,F,Russian Federation,2023-05-22,79505.35,Marketing,2,True
8410,Cameron Castaneda,44,F,Kyrgyz Republic,2020-02-08,88934.97,Sales,9,False
8411,Gregory Cook,64,F,United Arab Emirates,2016-07-26,96428.21,Marketing,7,True
8412,Leslie Smith,35,M,India,2019-01-21,53388.12,HR,9,True
8413,Margaret Beltran,56,F,Faroe Islands,2020-10-19,98585.33,HR,5,True
8414,Katherine Torres,63,M,Guam,2016-11-02,36783.56,HR,2,False
8415,Robert Hunter,57,F,China,2017-04-02,75566.33,Finance,7,False
8416,Stephanie Williams,52,M,Bahrain,2023-11-28,94044.98,Sales,6,False
8417,Holly Robertson,44,F,Afghanistan,2015-09-02,36574.17,Marketing,1,True
8418,Jonathon Smith,28,F,Brunei Darussalam,2019-07-09,62570.63,Finance,4,False
8419,Martin Norton,42,M,Lebanon,2017-10-26,35234.15,Engineering,8,False
8420,Steven Gibson,20,M,United States of America,2020-09-30,80471.15,Marketing,5,False
8421,Christine Leach DVM,29,F,Finland,2018-04-22,30306.04,HR,1,False
8422,Henry Anderson,21,F,New Caledonia,2022-04-08,119809.97,Finance,6,True
8423,Amanda Blake,35,F,Oman,2017-08-04,66896.61,Engineering,3,False
8424,David Blackwell,34,M,Saint Helena,2022-12-23,104308.58,Finance,5,False
8425,Kristin Hill,23,F,Saint Lucia,2017-10-20,40493.57,Marketing,2,False
8426,Gina Stone,43,M,Israel,2015-02-17,107725.79,Marketing,3,True
8427,Julia Young,36,M,India,2016-04-09,50208.0,Finance,3,True
8428,Lori Ellison,20,F,Bouvet Island (Bouvetoya),2019-08-31,110740.72,Finance,4,False
8429,Michael Walker,51,M,Turkmenistan,2021-03-13,98812.67,Engineering,4,True
8430,Kimberly Baker,55,F,Finland,2022-08-02,118308.19,Sales,3,True
8431,Kenneth Parks,53,F,El Salvador,2022-05-27,102921.21,Engineering,1,False
8432,Thomas Hunt,55,F,Tanzania,2019-08-18,53547.04,Marketing,6,True
8433,Julia Wallace,51,F,Korea,2021-05-12,83716.38,Engineering,1,True
8434,Malik Wolf,42,M,Uzbekistan,2016-04-04,110241.58,Engineering,2,True
8435,Victor Lee,19,M,Mexico,2021-11-01,56790.48,Marketing,6,True
8436,Kayla Ashley,47,M,Portugal,2018-08-11,66173.43,Engineering,3,False
8437,Ronald Torres,23,F,Slovakia (Slovak Republic),2018-12-11,85683.56,Engineering,8,False
8438,Jason Scott,48,M,Bermuda,2017-06-09,45472.27,Sales,5,False
8439,Michele Hooper,21,M,Angola,2020-06-17,104756.0,Marketing,8,True
8440,Brendan Smith,25,F,Nepal,2017-06-03,83424.01,HR,9,False
8441,Laura Maynard,47,F,Cambodia,2019-03-29,59541.96,Finance,4,True
8442,Steve Long,19,M,Tajikistan,2022-11-27,103673.47,Sales,4,False
8443,Tracey Espinoza,30,M,Aruba,2020-09-03,113896.48,Engineering,4,False
8444,Christopher Cisneros,33,F,Argentina,2020-11-20,46342.3,Engineering,7,False
8445,Michael Brown,18,M,Guinea-Bissau,2015-01-08,42233.27,Marketing,2,True
8446,Kayla Guzman,48,M,Austria,2024-08-18,51077.72,Sales,1,True
8447,Amber Banks,18,M,Zambia,2019-05-02,64437.37,Finance,8,False
8448,James Turner,53,F,Slovakia (Slovak Republic),2020-11-26,44141.8,Engineering,7,False
8449,Dana Strong,22,M,Faroe Islands,2015-05-02,87107.16,Marketing,9,False
8450,Nicholas Sanchez,61,F,Argentina,2018-01-14,116535.04,HR,9,True
8451,John Merritt,19,M,Bangladesh,2023-08-02,69450.58,Engineering,2,True
8452,Mary Pollard,62,M,Saint Martin,2016-12-01,49962.46,Finance,3,True
8453,Dr. Diane Rodriguez,24,M,Honduras,2020-08-15,62229.97,Finance,9,False
8454,Paula Owens,21,F,Heard Island and McDonald Islands,2017-05-23,72710.96,Marketing,4,True
8455,Joshua Miller,26,M,Serbia,2024-07-30,65069.28,Engineering,6,True
8456,Ashley Adkins,32,M,Guadeloupe,2023-08-19,63721.48,Finance,2,True
8457,John Terry,45,F,Mali,2018-04-07,97988.76,Marketing,1,False
8458,Kristen Norman,47,M,Norway,2018-03-06,102841.08,Sales,7,True
8459,Benjamin Thomas,46,M,Yemen,2019-09-08,51323.57,HR,7,False
8460,Valerie Bailey,56,M,Falkland Islands (Malvinas),2019-03-23,73168.77,Sales,4,False
8461,Amy Perry,24,F,Suriname,2020-10-02,95849.71,Marketing,9,False
8462,Marc Chase,21,F,Tonga,2023-12-14,95814.31,Sales,6,False
8463,Eugene Pham,42,F,Reunion,2017-09-30,38413.72,Marketing,9,False
8464,Dakota Ramirez,25,M,Falkland Islands (Malvinas),2022-03-03,84565.05,HR,5,True
8465,Vincent Carroll,31,M,Somalia,2021-05-13,80447.62,Marketing,9,False
8466,John Henderson,43,M,Guinea,2020-07-09,76706.07,Marketing,1,True
8467,Elizabeth Ramirez,32,M,Namibia,2018-06-04,83640.92,Sales,5,True
8468,Scott Ibarra MD,28,F,Burundi,2016-12-01,45339.86,Engineering,5,False
8469,Anne Freeman,57,M,Belize,2022-09-29,115034.68,Sales,5,False
8470,Ashley Butler,39,M,Greece,2021-11-26,104173.82,Marketing,9,True
8471,Sarah Walters,21,F,Montenegro,2018-09-14,73451.08,Sales,8,True
8472,David Walker,24,F,Saint Barthelemy,2015-11-27,77728.8,HR,4,True
8473,Miguel Howard,26,F,Suriname,2018-09-15,40838.19,Marketing,4,False
8474,Glenn Morgan,61,F,Central African Republic,2019-04-04,112037.01,Marketing,6,True
8475,William Alvarez,45,M,Dominican Republic,2021-12-28,80728.17,Marketing,6,False
8476,Mark Compton,18,F,Indonesia,2018-01-07,55695.3,Marketing,9,False
8477,Jamie Fernandez,26,F,Nepal,2021-10-19,46873.66,HR,4,False
8478,Jack Mcpherson,22,F,Zimbabwe,2021-08-21,90312.62,HR,5,True
8479,Dennis Hernandez,38,M,Luxembourg,2016-02-02,60064.99,HR,1,True
8480,Suzanne Wilcox,27,F,Brunei Darussalam,2015-02-08,105972.43,Sales,3,False
8481,Tracy Sanchez,28,F,Montenegro,2018-08-26,102668.64,Finance,8,True
8482,Gina Lindsey,58,F,Ghana,2021-11-24,81694.87,HR,1,False
8483,Heather Johnson,26,F,Germany,2021-06-16,51540.17,HR,9,False
8484,Timothy Lane,44,M,Cote d'Ivoire,2024-10-08,58295.34,HR,3,False
8485,Kimberly Beck,58,M,Cape Verde,2016-09-28,65081.92,Marketing,3,False
8486,Sydney Brown,64,M,Honduras,2019-04-22,108740.15,HR,6,False
8487,Hannah Pennington,37,M,Liechtenstein,2020-06-05,105605.16,Engineering,3,True
8488,Michelle Tucker,28,F,Korea,2023-10-14,119232.03,Marketing,1,True
8489,Melissa Thompson,51,F,Qatar,2018-09-23,109659.34,HR,8,False
8490,Joanna Wells,29,F,Guatemala,2020-11-03,116581.61,Finance,9,False
8491,Michael Hines,33,F,Vietnam,2019-10-29,78303.62,Sales,6,False
8492,Krystal Gordon,26,M,Japan,2020-10-03,84873.86,Engineering,4,True
8493,Courtney Robertson,61,F,Honduras,2023-02-09,42678.46,Engineering,3,False
8494,Courtney Lee,57,F,Romania,2018-08-04,63471.0,HR,3,False
8495,Sharon Woods,61,M,Western Sahara,2023-09-10,110241.93,Engineering,9,True
8496,Jennifer Compton,60,M,Somalia,2019-12-17,58653.82,HR,8,True
8497,Connie Morgan,56,M,Bouvet Island (Bouvetoya),2017-04-04,114981.98,Marketing,4,True
8498,Jordan Beck,37,F,Kiribati,2022-08-13,61986.05,HR,8,True
8499,Shawn Welch,25,M,Falkland Islands (Malvinas),2017-04-08,78465.97,Engineering,9,False
8500,Victoria Hines,51,M,Eritrea,2014-12-31,96896.05,HR,5,True
8501,Haley Rodriguez,34,M,Norway,2021-10-17,65323.79,Sales,7,True
8502,Susan Dickerson,60,F,Kuwait,2018-02-18,54495.33,Engineering,5,True
8503,Michael Knight,37,M,Sierra Leone,2015-02-14,65049.89,Finance,3,True
8504,Jonathan Henry,19,F,Uruguay,2021-08-26,96500.29,Marketing,2,False
8505,Elizabeth Johnson,31,M,Bahrain,2020-04-16,53012.68,Sales,2,False
8506,Caitlin Brown,52,M,Honduras,2018-05-15,99887.75,Finance,5,False
8507,Michael Stevenson,50,F,Gambia,2021-07-28,83676.43,Sales,3,True
8508,Paul Carr,63,F,Korea,2018-12-14,96135.28,Marketing,3,True
8509,Alex Love,48,F,Colombia,2022-05-11,94969.96,Marketing,4,False
8510,Jason Fleming,18,M,Denmark,2021-12-14,57288.85,Engineering,2,False
8511,Barbara Riley,25,F,Jamaica,2019-10-27,79912.49,Finance,3,True
8512,Danielle Watson,26,M,Palestinian Territory,2016-10-13,50423.99,Sales,5,True
8513,Karen Pitts,31,M,Kenya,2021-04-13,47444.08,Sales,3,True
8514,Scott Henderson,37,F,Tunisia,2023-10-19,100178.08,Sales,7,True
8515,Emma Allen,25,F,Indonesia,2019-03-11,36719.84,Finance,1,False
8516,Joel Clark,19,F,Korea,2024-06-01,65712.79,Engineering,8,False
8517,Joshua Meyer,40,F,Svalbard & Jan Mayen Islands,2021-09-22,40306.64,Engineering,8,False
8518,Rita Young,55,F,United States Minor Outlying Islands,2017-01-25,39585.29,Finance,9,True
8519,Susan Matthews,23,F,Austria,2023-07-19,49094.71,Engineering,7,False
8520,Zachary Brown,19,F,Nicaragua,2022-02-24,53705.19,Marketing,4,False
8521,Bradley Davis,57,F,Guinea-Bissau,2021-04-02,40186.91,Sales,8,True
8522,Janice Cooke,57,M,Greece,2022-06-25,102167.51,Engineering,2,False
8523,Joshua Weaver,62,M,Honduras,2015-01-02,77256.83,Engineering,2,True
8524,Elaine Martinez,19,M,Macao,2023-02-15,114491.49,Engineering,7,True
8525,Peggy Walker,63,F,Palestinian Territory,2015-12-22,49026.84,Finance,3,True
8526,Nichole Coleman,20,F,French Guiana,2022-09-18,50760.61,HR,4,True
8527,Matthew Forbes,31,F,Saint Martin,2021-08-07,113362.89,Engineering,6,False
8528,David Lewis Jr.,52,M,Northern Mariana Islands,2022-03-30,119996.48,HR,1,False
8529,Meghan Johnson,31,M,Macao,2022-11-06,108291.84,Marketing,6,True
8530,Dr. Cynthia Schaefer,42,F,Sweden,2019-12-16,114772.9,Marketing,3,False
8531,David Saunders,62,M,British Virgin Islands,2016-03-13,84016.24,Marketing,9,True
8532,Reginald Fitzgerald,39,M,South Africa,2020-10-13,103335.67,Finance,2,False
8533,Katelyn Dean,42,M,Puerto Rico,2019-08-05,61939.11,Engineering,1,True
8534,Kenneth Huynh,52,F,Tonga,2019-12-23,102051.02,Sales,9,True
8535,Anna Hart,63,M,Thailand,2019-03-25,46747.6,Finance,1,False
8536,Christina Gallagher,20,F,Cambodia,2023-11-07,33197.97,Sales,5,False
8537,Shawn Banks,37,F,Gambia,2016-07-07,76788.55,Engineering,1,False
8538,Mark Ayala,49,F,Svalbard & Jan Mayen Islands,2023-05-29,86883.63,Engineering,1,True
8539,Daniel Gallagher,60,F,Ireland,2016-12-02,38847.65,Engineering,3,False
8540,Sheri Gibson,26,M,Martinique,2019-06-05,88651.51,Finance,1,False
8541,Patricia Flores,32,F,Iceland,2018-12-13,104734.33,Engineering,8,True
8542,Steven Hardy,31,F,Guinea,2015-01-17,96972.86,Engineering,2,True
8543,Brian Williams,49,F,United Arab Emirates,2021-07-22,37268.34,Finance,5,False
8544,Steven Frost,42,F,Tajikistan,2023-12-14,85097.99,Marketing,8,False
8545,Morgan Fischer,37,M,French Southern Territories,2016-01-15,77281.76,Engineering,1,False
8546,Charles Vance,64,M,Guatemala,2021-07-22,76741.61,Finance,4,False
8547,Melinda Wood,32,M,Greece,2024-06-15,90269.82,Marketing,8,False
8548,Christine Johnson,43,F,United Arab Emirates,2019-06-05,89042.45,Finance,6,False
8549,Willie Sandoval,21,F,Saint Helena,2014-11-05,70252.55,HR,1,True
8550,Tina Frye,51,M,Australia,2024-03-13,71039.62,Finance,1,True
8551,Dorothy Hansen,46,M,Finland,2019-10-13,65441.43,Engineering,6,False
8552,Franklin Fowler,24,M,Brunei Darussalam,2020-07-03,113588.56,HR,3,False
8553,Debra Williams,50,M,Seychelles,2017-07-11,53756.47,Marketing,6,True
8554,Donald Henderson,23,F,Macedonia,2022-07-28,54082.04,Sales,3,True
8555,Seth Hall,63,M,Pakistan,2016-04-05,61303.09,Marketing,6,True
8556,Julie Warren,47,F,Guatemala,2016-06-13,111157.79,HR,1,False
8557,Lisa Mayo,19,M,Guinea,2017-01-22,82378.1,HR,2,True
8558,Antonio Avery,64,F,Moldova,2024-04-17,38508.44,Engineering,7,False
8559,Alexandra Martinez,45,M,Falkland Islands (Malvinas),2020-02-03,107322.3,Sales,8,False
8560,Linda Barry,55,M,Macedonia,2017-04-12,119412.38,Sales,6,False
8561,Ruben Salas,35,F,Israel,2023-07-19,79007.04,HR,3,False
8562,Ashley Park,18,M,Denmark,2024-09-25,87378.01,Sales,6,False
8563,Brandy Collins,47,F,Lao People's Democratic Republic,2018-06-26,116794.49,Sales,7,False
8564,Christopher Norris,55,M,Paraguay,2018-03-11,61293.41,Engineering,6,False
8565,Frank Fisher,59,F,Cape Verde,2016-11-21,100955.91,Sales,8,False
8566,Vincent Gonzalez,25,F,Bermuda,2015-02-06,67501.38,Engineering,3,True
8567,Amber Jefferson,29,M,Afghanistan,2024-03-18,66433.2,Engineering,9,False
8568,Tina Greene,52,M,Turkey,2024-04-03,46685.97,Finance,8,False
8569,Lisa Rodriguez,57,M,Lebanon,2024-05-03,35711.79,HR,2,False
8570,Timothy Morrow,60,F,Greece,2019-01-03,47523.76,Sales,9,False
8571,Jeffrey Crawford,59,M,Uganda,2023-06-06,100216.8,Sales,6,False
8572,Angela Stokes,62,F,Lao People's Democratic Republic,2020-03-18,80334.21,Marketing,2,False
8573,Rebecca Payne,54,F,Poland,2016-11-11,84567.22,Finance,1,True
8574,Ashley Torres,49,F,Indonesia,2020-08-10,102226.42,Sales,2,True
8575,Kristi Hinton,53,F,Malta,2020-01-08,119443.85,HR,3,True
8576,Maria Brandt,56,M,Chile,2017-02-26,41149.44,HR,1,False
8577,Heather Carter,43,F,Ecuador,2022-08-09,88141.62,HR,6,True
8578,Kelsey Powell,30,F,Saint Pierre and Miquelon,2016-08-22,54372.14,Engineering,1,True
8579,Madison Davila,26,M,Congo,2014-12-29,119084.54,HR,3,False
8580,John Ward,57,F,Comoros,2021-04-23,38089.21,Finance,9,True
8581,Lindsey Jones,22,M,Anguilla,2016-01-27,109882.4,Marketing,4,True
8582,Daniel Price,18,M,Saint Martin,2019-08-20,111368.96,HR,6,False
8583,Mark Martin,26,M,Christmas Island,2023-09-05,46842.49,Sales,1,True
8584,Robert Stanton,18,M,Chad,2023-12-24,108022.21,Engineering,6,False
8585,Richard Gonzalez,34,M,Antarctica (the territory South of 60 deg S),2015-03-29,47870.48,Marketing,5,True
8586,Lori Phillips,33,F,Niger,2019-08-08,119955.57,Marketing,5,False
8587,Theresa Cooper,30,M,Saint Vincent and the Grenadines,2019-04-05,79966.83,HR,9,False
8588,Shirley Norton,25,F,Estonia,2023-03-16,118410.02,HR,3,True
8589,Joseph Carlson,59,F,Latvia,2017-12-25,107354.87,Finance,6,True
8590,Mitchell Torres,24,F,British Virgin Islands,2018-09-05,99089.75,HR,9,True
8591,Marilyn Obrien,39,F,Ireland,2020-09-20,94659.22,Marketing,4,False
8592,Katelyn Johnson,47,M,Timor-Leste,2022-04-26,33390.97,Finance,2,False
8593,Lindsey Owen,54,F,Madagascar,2023-04-14,58050.43,Marketing,8,False
8594,James Daniels,35,M,Wallis and Futuna,2024-08-05,102706.76,HR,1,False
8595,Anthony Fernandez,34,M,Oman,2022-02-08,99994.93,Sales,4,False
8596,Joshua Thomas,19,M,Belarus,2021-07-16,52735.56,Marketing,6,True
8597,Ronnie Vega,23,F,Angola,2019-03-13,88958.54,Finance,2,True
8598,Matthew Huang,33,F,Tokelau,2018-11-09,103967.31,Marketing,7,False
8599,Crystal Moses,22,F,Kiribati,2019-01-09,62419.37,Marketing,2,True
8600,James Hill,59,M,Azerbaijan,2022-03-02,65933.14,Sales,3,True
8601,Bryan Diaz,20,F,Slovenia,2017-11-26,57371.22,Engineering,1,False
8602,Andrew Gonzales,50,M,Bermuda,2023-05-25,60652.46,Sales,7,True
8603,Joel Solomon,32,M,Bermuda,2015-11-30,46171.85,Sales,5,True
8604,Adam Pena,37,M,Paraguay,2021-06-10,100223.08,Finance,3,False
8605,Nicole Carter,37,M,Saint Helena,2018-09-17,105534.5,Marketing,3,False
8606,Jason Hughes,42,F,Bouvet Island (Bouvetoya),2018-11-07,107006.77,Marketing,9,False
8607,Tamara Moore,48,M,Burkina Faso,2019-01-01,46995.66,Sales,7,True
8608,James Olsen,55,M,Montserrat,2017-03-24,34845.85,Finance,6,False
8609,Timothy Hall,55,M,Tunisia,2017-01-20,33551.47,Marketing,2,False
8610,Pamela Atkins,39,M,Guam,2017-08-30,71361.46,HR,7,False
8611,Charles Wheeler,28,F,Turks and Caicos Islands,2020-03-22,61759.96,Engineering,5,False
8612,Jonathan Cunningham,52,M,Uganda,2017-05-06,52355.9,Engineering,8,False
8613,Michelle Garrett,45,M,Bouvet Island (Bouvetoya),2024-06-13,45066.28,Sales,1,True
8614,Stephen Park,61,M,Canada,2022-10-01,80068.5,Finance,3,True
8615,Jack Baker,58,M,Cayman Islands,2023-12-05,118990.3,Finance,1,True
8616,Keith Carter,58,M,Chad,2024-08-12,87283.46,Sales,4,True
8617,Anthony Perez,18,M,Thailand,2019-08-22,76000.71,Finance,4,True
8618,Adam Ortega,43,M,Liberia,2016-11-19,79851.37,Engineering,5,False
8619,Breanna Brown,53,F,Mayotte,2024-04-06,58629.8,Finance,8,False
8620,Kyle Johnson,19,F,Cote d'Ivoire,2018-02-17,111301.22,Marketing,4,False
8621,Tanya Carney,18,M,Iraq,2016-04-15,78465.03,Engineering,2,True
8622,Michael Dunn,38,F,Lao People's Democratic Republic,2018-10-20,61973.69,Sales,4,True
8623,David Edwards,49,F,Iceland,2018-07-16,33312.97,Sales,5,False
8624,Calvin Drake,20,M,Benin,2015-11-19,83108.49,Sales,8,False
8625,Ricardo Wilson,36,F,Mozambique,2020-04-03,61635.24,Finance,8,True
8626,Sarah Maldonado,25,F,Cayman Islands,2024-02-12,65110.79,Finance,8,True
8627,Amy Lane,45,F,Yemen,2018-12-25,72654.35,Sales,3,True
8628,Jeremy Hawkins,59,M,San Marino,2022-06-05,40917.38,HR,3,False
8629,Miranda Gomez,49,M,Tanzania,2019-04-30,114050.01,Engineering,5,False
8630,Ronald Davidson,42,F,United Kingdom,2015-08-03,100263.86,Finance,4,True
8631,Joseph Koch,39,F,British Virgin Islands,2021-10-17,30429.94,HR,5,False
8632,Reginald Anthony,26,F,China,2016-10-23,57807.38,HR,6,False
